交易年,消费大区,业务中类,首购订单数,复购订单数,唤醒订单数,会员数,作品数,款数,交易金额,交易件数,订单数,吊牌价均值,吊牌价标准差,吊牌价最小值,吊牌价10分位,吊牌价25分位,吊牌价中位数,吊牌价75分位,吊牌价90分位,吊牌价最大值,成交价均值,成交价标准差
2024,可隆-电商,连衣裙,248,430,57,560,1033,757,1157308.31,1033,735,1405.65,233.7,961.61,1113.52,1253.74,1405.65,1557.55,1697.78,1896.42,1153.24,153.01
2024,可隆-电商,配件,1568,892,241,2439,5869,2976,1625305.5,5869,2701,435.91,64.75,312.88,354.97,393.82,435.91,478.0,516.86,571.9,265.73,33.45
2024,可隆-电商,针织夹克,1288,970,435,2317,4679,2815,5034651.38,4679,2693,1563.28,234.22,1118.26,1270.51,1411.04,1563.28,1715.53,1856.06,2055.15,1114.64,190.89
2024,可隆-电商,长袖T恤,1706,2576,934,4195,7483,3648,5258720.48,7483,5216,907.66,240.22,451.24,607.38,751.51,907.66,1063.8,1207.93,1412.12,662.52,119.18
2024,可隆-电商,长裤,2425,1841,588,3683,7068,5265,7609666.38,7068,4854,1426.03,410.14,646.76,913.35,1159.44,1426.03,1692.62,1938.71,2287.33,997.86,194.05
2024,可隆-电商,防水夹克,2592,3178,1001,5127,10320,4954,22236073.08,10320,6771,2899.26,913.71,1163.22,1757.13,2305.36,2899.26,3493.17,4041.4,4818.05,2105.12,563.27
2024,可隆-电商,防风夹克,1459,1729,458,3584,5702,2712,9746432.4,5702,3646,2447.78,729.5,1061.72,1535.9,1973.6,2447.78,2921.95,3359.66,3979.73,1680.92,216.35
2024,可隆-电商,鞋,1143,1110,433,2324,4177,1775,7336150.42,4177,2686,2282.85,367.56,1584.49,1823.4,2043.94,2282.85,2521.77,2742.3,3054.73,1706.63,361.61
2024,可隆-电商,马夹,1026,1416,157,2231,4197,2235,4595567.4,4197,2599,1704.27,517.1,721.79,1057.9,1368.16,1704.27,2040.39,2350.65,2790.18,1177.97,262.56
2024,可隆-既下山,POLO,436,846,226,1172,2640,1886,1942379.75,2640,1508,926.34,239.59,471.13,626.86,770.61,926.34,1082.08,1225.83,1429.48,754.37,155.16
2024,可隆-既下山,三合一夹克,340,372,93,859,1164,535,3199541.82,1164,805,3625.67,1140.97,1457.82,2199.45,2884.04,3625.67,4367.3,5051.88,6021.71,2681.27,728.62
2024,可隆-既下山,其他,147,291,60,393,770,494,192836.98,770,498,331.11,75.39,187.87,236.88,282.11,331.11,380.11,425.34,489.42,226.95,41.29
2024,可隆-既下山,卫衣,708,911,157,1369,2607,1118,2055870.28,2607,1776,1106.07,206.86,713.03,847.49,971.61,1106.07,1240.53,1364.65,1540.49,748.38,184.65
2024,可隆-既下山,抓绒夹克,336,518,59,911,1584,999,1803976.71,1584,913,1507.13,218.05,1092.84,1234.57,1365.4,1507.13,1648.86,1779.69,1965.02,1132.4,276.42
2024,可隆-既下山,棉服,393,894,93,1027,2248,862,4054575.72,2248,1380,2840.88,617.32,1667.97,2069.23,2439.62,2840.88,3242.14,3612.54,4137.26,2047.96,407.0
2024,可隆-既下山,短袖T恤,343,501,119,855,1826,1329,800684.63,1826,963,680.49,139.24,415.94,506.44,589.98,680.49,770.99,854.53,972.89,459.27,100.94
2024,可隆-既下山,短裤,378,504,110,755,1371,834,638395.7,1371,992,743.17,198.97,365.12,494.45,613.83,743.17,872.5,991.88,1161.0,474.19,123.82
2024,可隆-既下山,羽绒服,618,721,98,1398,2092,972,4265770.05,2092,1437,3660.33,1126.98,1519.08,2251.61,2927.8,3660.33,4392.87,5069.05,6026.98,2040.44,379.97
2024,可隆-既下山,衬衫,565,421,123,807,1882,1295,1292974.23,1882,1109,992.66,284.36,452.38,637.21,807.82,992.66,1177.49,1348.1,1589.81,691.47,146.69
2024,可隆-既下山,软壳夹克,724,876,203,1560,2772,1964,5719650.18,2772,1803,2338.87,514.37,1361.56,1695.91,2004.53,2338.87,2673.21,2981.84,3419.05,2086.31,383.33
2024,可隆-既下山,连衣裙,117,120,37,278,462,290,663732.01,462,274,1584.97,500.91,633.23,958.83,1259.38,1584.97,1910.56,2211.11,2636.89,1299.06,270.13
2024,可隆-既下山,配件,252,621,112,874,1764,657,425446.87,1764,985,374.76,58.8,263.04,301.26,336.54,374.76,412.99,448.27,498.25,252.53,65.21
2024,可隆-既下山,针织夹克,351,325,77,640,1266,598,1193383.51,1266,753,1371.89,234.2,926.9,1079.13,1219.66,1371.89,1524.12,1664.64,1863.71,1050.09,230.66
2024,可隆-既下山,长袖T恤,1112,1216,475,2132,4123,2588,2272932.44,4123,2803,902.16,156.23,605.33,706.88,800.61,902.16,1003.7,1097.44,1230.23,556.99,119.31
2024,可隆-既下山,长裤,571,1069,131,1312,3156,2207,2399339.49,3156,1771,1337.12,221.13,916.98,1060.71,1193.39,1337.12,1480.86,1613.54,1801.5,813.39,151.09
2024,可隆-既下山,防水夹克,739,1176,89,2537,2615,1205,6159256.45,2615,2004,3194.33,792.12,1689.3,2204.18,2679.45,3194.33,3709.2,4184.47,4857.77,2283.07,313.08
2024,可隆-既下山,防风夹克,365,390,79,1014,1415,928,2494568.58,1415,834,2176.17,305.55,1595.63,1794.23,1977.56,2176.17,2374.77,2558.1,2817.82,1648.17,261.32
2024,可隆-既下山,鞋,489,901,62,1213,2045,1486,3463336.13,2045,1452,2085.49,388.2,1347.91,1600.24,1833.16,2085.49,2337.82,2570.74,2900.71,1581.49,216.3
2024,可隆-既下山,马夹,290,351,131,696,1186,717,1661368.11,1186,772,2081.06,324.04,1465.37,1676.0,1870.43,2081.06,2291.69,2486.11,2761.55,1483.04,188.13
2024,可隆-西北,POLO,589,782,197,1426,2441,1579,2079358.91,2441,1568,891.31,187.58,534.92,656.84,769.39,891.31,1013.23,1125.78,1285.22,809.01,208.9
2024,可隆-西北,三合一夹克,614,581,118,1025,1982,698,5879437.48,1982,1313,4332.13,1072.61,2294.17,2991.37,3634.94,4332.13,5029.33,5672.9,6584.62,2959.02,380.91
2024,可隆-西北,其他,295,248,126,471,1172,727,262562.36,1172,669,319.07,68.93,188.11,232.91,274.27,319.07,363.87,405.23,463.82,224.49,38.05
2024,可隆-西北,卫衣,498,1125,85,1558,2251,1272,1950384.52,2251,1708,1132.74,178.14,794.28,910.07,1016.95,1132.74,1248.52,1355.41,1506.82,883.03,185.77
2024,可隆-西北,抓绒夹克,300,456,74,688,1102,620,1480048.64,1102,830,1824.39,447.32,974.48,1265.24,1533.63,1824.39,2115.16,2383.55,2763.78,1330.43,304.21
2024,可隆-西北,棉服,217,704,214,986,1886,916,4935700.43,1886,1135,3280.48,962.36,1452.0,2077.53,2654.95,3280.48,3906.02,4483.43,5301.44,2440.76,575.62
2024,可隆-西北,短袖T恤,400,675,75,1001,1860,706,981952.54,1860,1150,822.96,115.4,603.69,678.7,747.94,822.96,897.97,967.21,1065.31,517.59,105.86
2024,可隆-西北,短裤,286,487,59,801,1375,775,764412.05,1375,832,737.91,198.67,360.44,489.58,608.78,737.91,867.04,986.24,1155.11,575.0,87.1
2024,可隆-西北,羽绒服,677,969,213,1818,3191,1296,7207688.23,3191,1859,3316.23,692.79,1999.93,2450.24,2865.92,3316.23,3766.54,4182.21,4771.08,2258.64,580.64
2024,可隆-西北,衬衫,754,513,308,1337,2122,884,1537681.74,2122,1575,1058.46,188.18,700.92,823.24,936.14,1058.46,1180.78,1293.69,1453.64,763.06,106.69
2024,可隆-西北,软壳夹克,785,854,141,1502,2829,1639,6650879.36,2829,1780,3144.71,625.99,1955.32,2362.22,2737.81,3144.71,3551.6,3927.2,4459.29,2422.79,476.74
2024,可隆-西北,连衣裙,169,148,25,299,629,460,616340.07,629,342,1247.95,341.9,598.34,820.57,1025.71,1247.95,1470.18,1675.32,1965.93,954.48,245.23
2024,可隆-西北,配件,406,602,116,989,1512,875,429256.63,1512,1124,473.07,95.14,292.31,354.15,411.23,473.07,534.91,591.99,672.85,286.77,46.16
2024,可隆-西北,针织夹克,323,633,213,982,1786,898,1832087.06,1786,1169,1512.79,473.73,612.7,920.62,1204.87,1512.79,1820.72,2104.96,2507.64,1018.33,279.0
2024,可隆-西北,长袖T恤,1090,735,217,1660,2651,1136,1946457.89,2651,2042,1023.13,148.24,741.48,837.83,926.78,1023.13,1119.48,1208.42,1334.42,697.59,175.31
2024,可隆-西北,长裤,964,1135,495,2408,4445,3298,4271762.94,4445,2594,1342.75,321.73,731.46,940.58,1133.62,1342.75,1551.88,1744.92,2018.39,931.57,258.86
2024,可隆-西北,防水夹克,721,1385,411,2331,3934,2128,9996352.2,3934,2517,2844.46,721.79,1473.06,1942.23,2375.3,2844.46,3313.63,3746.7,4360.22,2402.3,563.84
2024,可隆-西北,防风夹克,542,772,173,1387,1808,843,3106123.06,1808,1487,2278.84,710.99,927.96,1390.11,1816.7,2278.84,2740.98,3167.57,3771.91,1706.36,441.86
2024,可隆-西北,鞋,698,1077,222,1663,3110,1620,4672545.6,3110,1997,1995.96,538.0,973.76,1323.46,1646.26,1995.96,2345.66,2668.45,3125.75,1431.29,388.71
2024,可隆-西北,马夹,433,628,100,974,1583,1066,1557696.91,1583,1161,1723.27,277.11,1196.76,1376.89,1543.15,1723.27,1903.39,2069.66,2305.2,1039.46,283.71
2024,可隆-青海,POLO,188,287,96,452,797,442,408702.81,797,571,995.95,205.38,605.73,739.23,862.46,995.95,1129.45,1252.68,1427.25,527.95,116.78
2024,可隆-青海,三合一夹克,196,189,37,353,701,285,2250763.14,701,422,4048.71,1145.02,1873.17,2617.43,3304.45,4048.71,4792.98,5479.99,6453.26,3187.05,778.36
2024,可隆-青海,其他,46,71,21,119,189,127,47328.31,189,138,349.89,66.06,224.37,267.31,306.95,349.89,392.83,432.47,488.62,251.44,38.02
2024,可隆-青海,卫衣,261,491,86,671,1156,406,1120321.92,1156,838,1188.18,289.74,637.66,826.0,999.84,1188.18,1376.51,1550.36,1796.64,959.01,132.93
2024,可隆-青海,抓绒夹克,208,249,23,362,719,455,786013.54,719,480,1809.51,537.89,787.52,1137.15,1459.88,1809.51,2159.13,2481.86,2939.06,1162.06,176.92
2024,可隆-青海,棉服,96,148,51,229,453,286,1135743.61,453,295,3258.42,534.15,2243.53,2590.73,2911.22,3258.42,3605.62,3926.11,4380.14,2541.03,544.3
2024,可隆-青海,短袖T恤,114,168,44,263,572,428,281346.81,572,326,745.62,226.72,314.85,462.22,598.25,745.62,892.99,1029.02,1221.73,526.96,145.27
2024,可隆-青海,短裤,208,222,50,396,728,431,378264.95,728,480,883.42,138.01,621.21,710.91,793.72,883.42,973.13,1055.94,1173.24,541.91,125.13
2024,可隆-青海,羽绒服,252,269,87,433,926,641,2029199.97,926,608,3388.37,509.0,2421.26,2752.11,3057.51,3388.37,3719.22,4024.62,4457.27,2033.52,373.92
2024,可隆-青海,衬衫,125,244,18,360,559,319,428632.87,559,387,1023.46,172.77,695.2,807.5,911.16,1023.46,1135.76,1239.42,1386.28,816.32,166.95
2024,可隆-青海,软壳夹克,279,332,65,629,1025,370,1486638.69,1025,676,2484.82,754.44,1051.38,1541.77,1994.43,2484.82,2975.21,3427.87,4069.15,1499.22,208.8
2024,可隆-青海,连衣裙,43,58,6,93,163,74,149994.91,163,107,1638.79,399.94,878.9,1138.86,1378.83,1638.79,1898.75,2138.72,2478.67,938.11,160.24
2024,可隆-青海,配件,98,108,22,184,360,267,105642.31,360,228,412.72,111.83,200.24,272.93,340.03,412.72,485.41,552.5,647.56,293.78,53.0
2024,可隆-青海,针织夹克,170,170,43,310,502,223,425388.39,502,383,1105.7,309.91,516.88,718.32,904.26,1105.7,1307.15,1493.09,1756.51,829.5,156.08
2024,可隆-青海,长袖T恤,91,173,47,318,473,178,356849.93,473,311,927.42,245.73,460.53,620.25,767.69,927.42,1087.14,1234.58,1443.45,776.77,124.77
2024,可隆-青海,长裤,288,225,63,477,857,445,687659.47,857,576,1132.45,233.68,688.45,840.34,980.55,1132.45,1284.34,1424.55,1623.18,900.17,112.59
2024,可隆-青海,防水夹克,483,464,95,769,1917,991,3742802.87,1917,1042,3416.8,543.85,2383.49,2736.99,3063.3,3416.8,3770.3,4096.61,4558.88,2192.05,311.47
2024,可隆-青海,防风夹克,181,279,62,516,823,523,1283938.2,823,522,2166.13,514.04,1189.45,1523.58,1832.0,2166.13,2500.25,2808.68,3245.61,1491.09,235.96
2024,可隆-青海,鞋,143,319,58,494,785,399,1042182.43,785,520,2120.29,388.79,1381.59,1634.3,1867.57,2120.29,2373.0,2606.27,2936.75,1427.03,359.23
2024,可隆-青海,马夹,162,174,51,305,621,352,984089.13,621,387,2014.61,567.35,936.63,1305.42,1645.83,2014.61,2383.39,2723.8,3206.05,1571.9,335.2
2024,总体,POLO,10077,13393,3500,23136,41822,21163,30954640.980000004,41822,26970,977.8047278944096,213.22663550284545,374.29,711.270175983932,839.2063280091819,977.8047278944096,1116.4029231026734,1244.340815838554,1768.29,737.5058928315241,156.3413830041605
2024,总体,三合一夹克,7479,11134,2510,17179,31769,17643,99404337.63,31769,21123,4187.1310910006605,1034.8057688312506,1457.82,2893.6225128269703,3514.5076429853007,4187.1310910006605,4859.752851836695,5480.638884761875,7943.13,3131.506515785829,580.9171192042558
2024,总体,其他,2483,3617,818,5849,10661,6432,2383288.95,10661,6918,302.70893630991463,73.4899352781165,131.58,210.84913235156176,254.94237594972327,302.70893630991463,350.4761345089579,394.5694531469843,529.28,216.56496013507177,43.34927586530344
2024,总体,卫衣,12519,14921,4816,27643,47919,24221,40992326.49,47919,32256,1202.3260994595046,279.52523153655125,564.12,852.9209296938584,1020.6350038606818,1202.3260994595046,1384.0201270894634,1551.7352236065026,2088.36,841.8421550950562,169.0793380496254
2024,总体,抓绒夹克,6374,7907,1940,13473,27158,14860,33069977.12,27158,16221,1631.423003166654,408.9556642609912,664.47,1120.2280948523455,1365.6026695632963,1631.423003166654,1897.2448659695117,2142.6163701303485,2939.06,1211.1425311142202,240.13156160247445
2024,总体,棉服,6578,11033,2194,16293,30245,14961,69756156.73,30245,19805,3004.17847148289,702.3171568854355,1424.66,2126.286,2547.6752845098363,3004.17847148289,3460.68527128451,3882.076679451149,5301.44,2329.1557315258724,389.6720796825922
2024,总体,短袖T恤,12719,20502,3953,32460,62354,36069,36303326.48,62354,37174,793.7942579465631,170.4092585880617,312.8,580.7866898675305,683.0284796484588,793.7942579465631,904.5591166565098,1006.8027096898354,1311.43,567.1844228116881,114.76835215062388
2024,总体,短裤,7568,8623,2416,15228,29958,16418,18248373.75,29958,18607,816.1715054409508,181.66763936177315,347.2,589.0847135990385,698.0861012083584,816.1715054409508,934.2548925161892,1043.253636758128,1471.33,598.8394649175511,127.63492422725147
2024,总体,羽绒服,9500,13369,3315,22714,41889,22354,105653614.44,41889,26184,3630.3637594595234,734.2980894745638,1519.08,2712.490673685216,3153.070256153167,3630.3637594595234,4107.656227171811,4548.2350342572045,6026.98,2573.098433001504,543.8925421948484
2024,总体,衬衫,7460,9710,2195,16743,29549,14809,21559762.87,29549,19365,1020.6680757386036,224.4556533216014,442.65,740.0983664421808,874.7688673051541,1020.6680757386036,1166.5633882703307,1301.235511184812,1788.77,747.0531825104064,136.15012284679685
2024,总体,软壳夹克,12399,15124,3730,25300,51080,27766,100880089.32999998,51080,31253,2701.512831636649,626.8571985121378,1051.38,1917.9424299138605,2294.054731205951,2701.512831636649,3108.968924432263,3485.081984925607,4459.29,1985.421766640564,402.2934175802663
2024,总体,连衣裙,1906,2446,618,4141,7868,4761,8667617.67,7868,4970,1491.2132180986275,349.15329054397563,540.62,1054.7692132689374,1264.2614184036602,1491.2132180986275,1718.1643098627353,1927.6560612608032,2636.89,1085.1070106761567,236.4931545500763
2024,总体,配件,8497,9629,2486,17683,33026,14849,9202327.090000002,33026,20612,398.3761548476958,82.63853509356265,159.08,295.07779537334227,344.6602037788409,398.3761548476958,452.0938484830133,501.6786459153394,672.85,271.45182734814995,52.82447950099921
2024,总体,针织夹克,7295,9518,2705,16295,30626,16568,32820302.67000001,30626,19518,1532.4819427937043,338.5218892444328,516.88,1109.3301459544175,1312.443078756612,1532.4819427937043,1752.5230996538887,1955.6348315157056,2663.47,1096.3519852412985,216.76566512113885
2024,总体,长袖T恤,12909,16120,4707,27292,54814,29914,34754993.349999994,54814,33736,912.107052030503,180.6287253256467,451.24,686.3203106870507,794.6962489509979,912.107052030503,1029.51463330536,1137.8915326376473,1692.26,629.0568462436605,133.02556573138247
2024,总体,长裤,14362,18891,4953,31558,57496,37807,55648953.84,57496,38206,1330.1168860442467,312.19511148601646,561.93,939.8700493947404,1127.1889197509392,1330.1168860442467,1533.044066021984,1720.362936378183,2287.33,943.6944632670098,188.27875486990405
2024,总体,防水夹克,17241,22979,5844,40149,74324,37807,179802130.15,74324,46064,3127.243378182014,731.2724721489693,1163.22,2213.153694230666,2651.9171304020233,3127.243378182014,3602.5680049512944,4041.331222619881,5295.58,2377.4300355201553,461.3838874387815
2024,总体,防风夹克,10996,13469,3383,23666,45668,25937,80982454.85,45668,27848,2255.146459008496,551.5577618901639,759.69,1565.7014686432512,1896.6348885434008,2255.146459008496,2613.657552991154,2944.5914336077785,3979.73,1725.2644256372075,318.87936038363847
2024,总体,鞋,8494,12812,3134,20314,38667,21842,62477503.50000001,38667,24440,2116.891834380738,454.2451048697856,888.25,1549.0859461556363,1821.6348149584917,2116.891834380738,2412.1513259368458,2684.6983101869814,3887.4,1585.9263974448495,362.9810893009543
2024,总体,马夹,6135,8232,1848,13746,26265,13760,35817848.03,26265,16215,1860.1080403578903,474.61483457072137,640.76,1266.8413519893395,1551.6091311631449,1860.1080403578903,2168.609117837426,2453.3756573386636,3441.51,1384.5322208261944,248.6457532838378
2025,可隆-东北,POLO,907,1436,129,2383,3693,2678,2552514.33,3693,2472,920.7,249.51,446.64,608.82,758.52,920.7,1082.88,1232.58,1444.66,671.58,94.22
2025,可隆-东北,三合一夹克,790,686,288,1586,2551,1606,8137114.2,2551,1764,4480.24,1231.03,2141.28,2941.45,3680.07,4480.24,5280.4,6019.02,7065.4,3431.82,810.31
2025,可隆-东北,其他,92,144,37,340,383,142,102948.84,383,273,329.72,50.5,233.77,266.6,296.9,329.72,362.55,392.85,435.77,263.86,48.18
2025,可隆-东北,卫衣,1259,1321,276,2213,4544,1730,3603890.6,4544,2856,1364.26,242.69,903.16,1060.9,1206.52,1364.26,1522.01,1667.62,1873.91,856.31,187.05
2025,可隆-东北,抓绒夹克,488,511,111,1048,1877,779,2775852.59,1877,1110,1844.58,303.91,1267.14,1464.69,1647.03,1844.58,2042.12,2224.47,2482.79,1463.16,339.01
2025,可隆-东北,棉服,790,1048,192,1510,3763,2563,8030275.77,3763,2030,3260.16,671.62,1984.08,2420.63,2823.6,3260.16,3696.71,4099.68,4670.56,2240.87,298.84
2025,可隆-东北,短袖T恤,643,1694,277,2688,4137,2142,1790752.62,4137,2614,706.62,219.03,290.47,432.84,564.25,706.62,848.98,980.4,1166.57,398.29,70.49
2025,可隆-东北,短裤,1038,762,305,1401,3048,1196,1750851.06,3048,2105,746.96,157.46,447.78,550.13,644.61,746.96,849.3,943.78,1077.62,610.96,122.6
2025,可隆-东北,羽绒服,1333,1498,270,2236,4942,3637,13370616.36,4942,3101,3749.32,661.51,2492.45,2922.43,3319.33,3749.32,4179.3,4576.2,5138.49,2619.24,478.95
2025,可隆-东北,衬衫,510,1142,278,1628,2906,1978,2336582.69,2906,1930,1226.5,228.16,792.99,941.29,1078.19,1226.5,1374.8,1511.7,1705.64,742.98,113.7
2025,可隆-东北,软壳夹克,1621,1689,675,2978,5973,2976,9065024.05,5973,3985,2645.4,652.78,1405.12,1829.43,2221.09,2645.4,3069.71,3461.37,4016.23,1510.18,253.77
2025,可隆-东北,连衣裙,206,253,38,394,909,582,1130541.0,909,497,1720.19,289.43,1170.28,1358.41,1532.06,1720.19,1908.32,2081.98,2327.99,1336.04,368.7
2025,可隆-东北,配件,504,1299,260,2021,2944,2034,1107147.09,2944,2063,463.65,84.7,302.72,357.78,408.59,463.65,518.7,569.52,641.52,355.63,46.26
2025,可隆-东北,针织夹克,482,651,174,1031,2018,985,1545174.11,2018,1307,1163.87,207.93,768.81,903.96,1028.72,1163.87,1299.03,1423.79,1600.53,694.45,110.13
2025,可隆-东北,长袖T恤,1399,1915,371,3262,5426,4048,3463134.79,5426,3685,1033.68,156.83,735.71,837.65,931.74,1033.68,1135.62,1229.71,1363.02,683.43,110.94
2025,可隆-东北,长裤,1313,1243,255,2533,4616,1697,5106845.39,4616,2811,1422.08,306.45,839.83,1039.02,1222.89,1422.08,1621.27,1805.13,2065.61,1111.32,231.83
2025,可隆-东北,防水夹克,1933,1859,505,3260,6638,3740,14301338.88,6638,4297,3193.03,1010.52,1273.04,1929.88,2536.19,3193.03,3849.87,4456.18,5315.13,2155.22,404.94
2025,可隆-东北,防风夹克,1042,1183,404,2715,4092,2526,6904459.65,4092,2629,2101.09,644.13,877.24,1295.92,1682.4,2101.09,2519.78,2906.25,3453.77,1559.29,316.86
2025,可隆-东北,鞋,909,864,288,1980,3336,2176,4872133.29,3336,2061,2201.46,463.51,1320.8,1622.08,1900.18,2201.46,2502.74,2780.84,3174.82,1434.79,230.64
2025,可隆-东北,马夹,487,727,174,1266,2857,2057,3110227.21,2857,1388,1659.0,486.1,735.41,1051.37,1343.04,1659.0,1974.97,2266.63,2679.82,1116.88,154.39
2025,可隆-华东,POLO,1136,2639,335,3252,6974,4021,4899602.43,6974,4110,887.43,241.41,428.75,585.66,730.51,887.43,1044.34,1189.19,1394.39,686.95,100.43
2025,可隆-华东,三合一夹克,1228,1212,267,2514,4940,2108,15652975.26,4940,2707,3624.32,1030.19,1666.95,2336.58,2954.7,3624.32,4293.95,4912.06,5787.73,2972.37,582.89
2025,可隆-华东,其他,416,529,142,803,1487,992,342399.1,1487,1087,290.76,55.52,185.28,221.36,254.67,290.76,326.85,360.16,407.35,224.85,35.32
2025,可隆-华东,卫衣,2154,1269,701,3557,5619,2800,4942534.54,5619,4124,1344.44,355.62,668.75,899.91,1113.28,1344.44,1575.59,1788.97,2091.25,962.72,218.32
2025,可隆-华东,抓绒夹克,792,786,344,1602,2894,1242,3363944.52,2894,1922,1734.32,290.55,1182.27,1371.13,1545.46,1734.32,1923.18,2097.51,2344.48,1090.98,300.95
2025,可隆-华东,棉服,1080,1715,244,2668,5191,1949,11613277.19,5191,3039,3006.18,874.41,1344.8,1913.17,2437.81,3006.18,3574.55,4099.2,4842.45,2261.43,612.2
2025,可隆-华东,短袖T恤,2544,2626,380,4767,8730,5876,5058207.24,8730,5550,743.33,225.01,315.81,462.07,597.07,743.33,889.58,1024.59,1215.85,561.59,146.7
2025,可隆-华东,短裤,760,1148,211,1887,3772,2618,2274854.39,3772,2119,775.83,142.17,505.71,598.12,683.42,775.83,868.24,953.54,1074.38,593.75,161.15
2025,可隆-华东,羽绒服,1504,2855,748,4235,8621,5627,26621976.94,8621,5107,4153.02,985.16,2281.22,2921.58,3512.67,4153.02,4793.37,5384.47,6221.85,3176.78,659.41
2025,可隆-华东,衬衫,1566,1394,399,3253,4484,2603,3045100.72,4484,3359,1059.26,225.57,630.68,777.3,912.64,1059.26,1205.87,1341.22,1532.95,704.45,156.18
2025,可隆-华东,软壳夹克,1258,2811,428,4232,8543,3017,16962751.17,8543,4497,2812.01,881.67,1136.84,1709.92,2238.92,2812.01,3385.09,3914.09,4663.5,1929.97,414.53
2025,可隆-华东,连衣裙,233,429,117,711,1297,743,1582266.71,1297,779,1474.08,248.7,1001.56,1163.21,1312.43,1474.08,1635.74,1784.96,1996.35,1245.99,331.8
2025,可隆-华东,配件,1219,1631,425,2752,5078,2402,1440380.27,5078,3275,408.81,69.9,275.99,321.43,363.37,408.81,454.24,496.18,555.6,280.4,67.93
2025,可隆-华东,针织夹克,590,1018,206,1571,3466,2563,3095217.47,3466,1814,1480.31,253.04,999.52,1164.0,1315.83,1480.31,1644.79,1796.61,2011.7,874.73,158.97
2025,可隆-华东,长袖T恤,1351,1745,544,3271,5206,2715,3499581.5,5206,3640,958.9,284.47,418.41,603.32,774.0,958.9,1143.81,1314.49,1556.28,654.48,110.56
2025,可隆-华东,长裤,2300,2891,447,4882,7139,4080,6612215.84,7139,5638,1354.3,307.74,769.59,969.62,1154.27,1354.3,1554.33,1738.97,2000.55,953.6,171.33
2025,可隆-华东,防水夹克,3268,3763,815,5864,18082,8337,41839453.82,18082,7846,3399.09,729.82,2012.43,2486.81,2924.71,3399.09,3873.47,4311.37,4931.71,2474.45,563.64
2025,可隆-华东,防风夹克,1722,1432,397,2959,5977,3296,9982279.6,5977,3551,2239.99,653.77,997.83,1422.78,1815.04,2239.99,2664.95,3057.21,3612.92,1647.51,369.9
2025,可隆-华东,鞋,824,1610,338,2258,3530,2478,5649643.84,3530,2772,2298.46,399.97,1538.53,1798.51,2038.49,2298.46,2558.44,2798.42,3138.39,1504.22,352.01
2025,可隆-华东,马夹,794,657,198,1421,2781,1077,3025195.14,2781,1649,1728.15,508.47,762.06,1092.56,1397.65,1728.15,2058.66,2363.74,2795.94,1066.04,184.88
2025,可隆-华北,POLO,1362,1473,211,2816,3504,2485,2631525.89,3504,3046,787.34,169.11,466.03,575.95,677.42,787.34,897.26,998.73,1142.48,680.15,121.66
2025,可隆-华北,三合一夹克,1087,1588,204,2608,3605,2403,9860953.28,3605,2879,4557.24,1293.57,2099.46,2940.28,3716.42,4557.24,5398.06,6174.2,7273.74,2696.68,630.03
2025,可隆-华北,其他,385,441,170,855,1511,597,248168.77,1511,996,281.93,57.66,172.37,209.85,244.45,281.93,319.41,354.01,403.03,162.01,23.73
2025,可隆-华北,卫衣,2183,2222,764,4451,6441,2762,5682720.6,6441,5169,1272.87,325.31,654.79,866.24,1061.42,1272.87,1484.32,1679.5,1956.01,858.91,108.29
2025,可隆-华北,抓绒夹克,635,1440,256,1831,3937,2437,3898904.18,3937,2331,1579.38,428.35,765.51,1043.94,1300.95,1579.38,1857.81,2114.82,2478.92,989.54,241.83
2025,可隆-华北,棉服,922,1227,408,1774,4725,3012,10733501.95,4725,2557,3110.17,455.27,2245.15,2541.08,2814.24,3110.17,3406.1,3679.26,4066.25,2248.07,395.72
2025,可隆-华北,短袖T恤,1814,2847,693,4544,7911,3592,4050302.73,7911,5354,724.01,169.72,401.53,511.85,613.69,724.01,834.33,936.16,1080.43,538.28,66.54
2025,可隆-华北,短裤,481,627,157,1026,1876,941,992847.0,1876,1265,752.26,135.56,494.69,582.81,664.14,752.26,840.37,921.71,1036.93,541.18,110.92
2025,可隆-华北,羽绒服,821,1972,533,2846,5728,2454,13755065.0,5728,3326,3823.64,1179.58,1582.43,2349.16,3056.91,3823.64,4590.37,5298.12,6300.76,2516.48,543.98
2025,可隆-华北,衬衫,1083,1243,339,1926,4426,2276,3627820.34,4426,2665,1231.45,316.36,630.37,836.0,1025.82,1231.45,1437.08,1626.9,1895.8,851.18,160.28
2025,可隆-华北,软壳夹克,1379,2408,795,3344,7457,3230,17241025.46,7457,4582,2765.86,446.8,1916.94,2207.36,2475.44,2765.86,3056.28,3324.36,3704.14,2161.23,378.24
2025,可隆-华北,连衣裙,229,375,39,547,979,536,892262.73,979,643,1341.67,197.4,966.6,1094.91,1213.35,1341.67,1469.98,1588.42,1756.21,926.27,230.11
2025,可隆-华北,配件,1150,1974,267,2722,5188,2764,1699350.43,5188,3391,432.47,66.45,306.21,349.41,389.28,432.47,475.67,515.54,572.03,337.1,75.86
2025,可隆-华北,针织夹克,576,944,247,1713,3037,1949,3357638.31,3037,1767,1387.58,234.81,941.43,1094.06,1234.95,1387.58,1540.21,1681.1,1880.69,1127.72,163.21
